year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,deal_rating
2006,HONDA,Odyssey,EX-L,minivan,automatic,5fnrl38776b424559,nc,34.0,200823.0,silver,gray,hendrick kia of cary,3775.0,3500.0,Mon May 25 2015 02:30:00 GMT-0700 (PDT),Fair Market
2013,INFINITI,M,M37,sedan,automatic,jn1by1ap1dm511530,ca,37.0,13217.0,—,black,nissan infiniti lt,31300.0,30000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST),Good Price
2008,CHRYSLER,Sebring,Touring,sedan,automatic,1c3lc56k28n277651,fl,38.0,95574.0,blue,gray,westfall auto sales,5200.0,6100.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,NISSAN,Altima,2.5,sedan,automatic,1n4al3ap2dn445377,fl,36.0,24440.0,silver,black,nissan north america inc.,14000.0,12600.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST),Good Price
2011,TOYOTA,Camry,SE,sedan,,4t1bf3ek5bu212399,pa,36.0,122797.0,gray,black,melvin g rhoades auto sales llc,8500.0,9800.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST),Fair Market
2003,CHEVROLET,Silverado 1500,LS,extended cab,automatic,1gcec19v63z338469,nv,2.0,256756.0,black,—,tiger financial management llc,2725.0,3350.0,Wed Dec 31 2014 11:00:00 GMT-0800 (PST),Fair Market
2008,CHEVROLET,Silverado 1500,LS,extended cab,automatic,1gcek19j98e170809,va,19.0,92585.0,purple,black,pohanka chevrolet inc,14700.0,5800.0,Thu Jan 22 2015 01:50:00 GMT-0800 (PST),Great Deal
2012,JEEP,Compass,Limited,suv,,1c4njdcb1cd587927,pa,42.0,40266.0,blue,—,hann financial services,16150.0,16000.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT),Fair Market
2013,TOYOTA,Tacoma,V6,double cab,automatic,3tmlu4en3dm122416,pa,43.0,26060.0,black,gray,r hollenshead auto sales inc,28400.0,26500.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST),Great Deal
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0h77dr107226,mi,27.0,14963.0,red,black,ford motor credit company llc,14900.0,12800.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST),Great Deal
2013,FORD,Focus,S,sedan,automatic,1fadp3e21dl209640,tx,26.0,16952.0,white,black,td auto finance,9800.0,6100.0,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT),Great Deal
2002,MAZDA,Millenia,Premium,sedan,automatic,jm1ta221321738688,ga,19.0,177987.0,beige,beige,nalley kia,750.0,1000.0,Tue Jun 09 2015 06:00:00 GMT-0700 (PDT),Fair Market
2006,CHRYSLER,300,Base,sedan,automatic,2c3ka43r86h414353,fl,19.0,105436.0,blue,gray,grow financial fcu,4550.0,3900.0,Thu Jun 18 2015 02:35:00 GMT-0700 (PDT),Good Price
2009,VOLKSWAGEN,Eos,Komfort,convertible,automatic,wvwba71fx9v017616,nv,27.0,53655.0,silver,black,centennial hyundai,9725.0,7500.0,Thu Jan 08 2015 11:45:00 GMT-0800 (PST),Great Deal
2012,INFINITI,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap6cm935147,ca,42.0,29727.0,black,black,nissan infiniti lt,21000.0,22250.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST),Fair Market
2008,DODGE,Avenger,SXT,sedan,automatic,1b3lc56r28n177494,ca,35.0,79110.0,silver,gray,billion dodge chrysler jeep,5225.0,5600.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Impala,LTZ,sedan,automatic,2g1wc5e33d1220771,az,35.0,54135.0,red,black,the hertz corporation,11800.0,11900.0,Thu Feb 19 2015 03:30:00 GMT-0800 (PST),Fair Market
2000,NAN,Nan,,nan,automatic,2hkrl1868yh512875,va,27.0,160529.0,gold,beige,pohanka honda of fredericksburg,1350.0,900.0,Thu Jan 22 2015 01:50:00 GMT-0800 (PST),Fair Market
2014,NISSAN,Rogue,SL,suv,automatic,5n1at2mt2ec792441,il,32.0,18574.0,black,beige,nissan north america inc.,21800.0,21000.0,Thu May 28 2015 03:00:00 GMT-0700 (PDT),Good Price
2011,DODGE,Avenger,Express,sedan,automatic,1b3bd4fb3bn546442,in,28.0,65078.0,silver,gray,auto trakk llc,7300.0,6800.0,Wed Jan 21 2015 05:30:00 GMT-0800 (PST),Fair Market
2011,NISSAN,Maxima,3.5 SV,sedan,automatic,1n4aa5apxbc853412,fl,34.0,44398.0,black,black,nissan-infiniti lt,16350.0,17000.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST),Fair Market
2008,CHEVROLET,Malibu,LT,sedan,automatic,1g1zj57b18f181636,tx,,107803.0,burgundy,gray,jerry's gm,6325.0,6500.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST),Fair Market
2012,TOYOTA,Highlander,Limited,suv,automatic,5tddk3eh8cs108962,oh,23.0,21824.0,white,tan,toyota financial services,29300.0,26000.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST),Great Deal
2006,FORD,Expedition,Limited,suv,,1fmfu195x6la37823,fl,22.0,147017.0,silver,gray,east coast financial,5325.0,4800.0,Fri Feb 06 2015 02:30:00 GMT-0800 (PST),Good Price
2012,VOLKSWAGEN,Jetta,S,sedan,automatic,3vw2k7aj5cm394502,ca,31.0,65783.0,black,black,the hertz corporation,7425.0,8500.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Maxima,3.5 SV,sedan,automatic,1n4aa5ap8cc819020,ca,41.0,25003.0,black,black,nissan-infiniti lt,18150.0,21000.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST),Fair Market
2007,CHEVROLET,Trailblazer,LS,suv,automatic,1gndt13s872283118,az,19.0,101936.0,silver,gray,gm financial,5575.0,6300.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST),Fair Market
2006,ACURA,Mdx,Touring,suv,automatic,2hnyd18896h525662,ga,29.0,147536.0,black,black,santander consumer,6850.0,5400.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST),Good Price
2006,CHRYSLER,Pt Cruiser,Base,convertible,manual,3c3jy45x36t268695,mi,28.0,98369.0,silver,gray,tdaf remarketing,2850.0,2400.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,LEXUS,Is 250,Base,sedan,automatic,jthbf5c2xd5185179,ca,39.0,14523.0,brown,beige,lexus financial services,24100.0,23400.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST),Good Price
2003,JEEP,Grand Cherokee,Laredo,suv,automatic,1j4gx48sx3c536863,tx,25.0,190482.0,red,gray,mid atlantic finance /clearwater,1750.0,500.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST),Good Price
2005,LEXUS,Es 330,Base,sedan,automatic,jthba30g055141406,md,19.0,192730.0,silver,gray,noble auto sales,4275.0,4800.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT),Fair Market
2011,FORD,Fusion,SE,sedan,automatic,3fahp0ha0br268079,mo,44.0,49503.0,red,gray,auto centers bonne terre llc,9325.0,10800.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Cruze,2LT,sedan,automatic,1g1pe5sb2d7119704,mn,36.0,56597.0,white,black,hertz car exchange inc/oklahoma city,10350.0,10500.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST),Fair Market
2012,FORD,Focus,SE,sedan,automatic,1fahp3f22cl421641,mi,34.0,33311.0,silver,black,ars-cpo,9850.0,9700.0,Thu Feb 26 2015 01:00:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Altima,2.5 S,sedan,,1n4al2ap2cc180769,ga,31.0,51702.0,blue,black,bmw alphera/alphera financial services,10400.0,10800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),Fair Market
2006,MERCEDES-BENZ,M-Class,ML500,suv,automatic,4jgbb75ex6a042626,sc,48.0,92836.0,brown,gray,grand strand nissan inc,9875.0,12200.0,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT),Fair Market
2006,INFINITI,Fx35,Base,suv,automatic,jnras08u86x102393,ca,27.0,103915.0,gray,tan,aaero sweet company,10250.0,12750.0,Wed Jan 14 2015 04:15:00 GMT-0800 (PST),Fair Market
2012,FORD,Fusion,SE,sedan,automatic,3fahp0hg5cr351092,mn,41.0,47205.0,red,black,select lane,10500.0,11400.0,Thu Jan 08 2015 10:30:00 GMT-0800 (PST),Fair Market
2013,FORD,Taurus,SEL,sedan,automatic,1fahp2e94dg184461,ms,39.0,53204.0,gray,black,hertz car exchange inc/alexandria,13200.0,13000.0,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT),Fair Market
1999,LEXUS,Rx 300,Base,suv,automatic,jt6hf10u4x0037659,nj,24.0,189035.0,black,tan,j & s auto haus,3050.0,3800.0,Wed Mar 04 2015 01:00:00 GMT-0800 (PST),Fair Market
2013,HONDA,Civic,EX,sedan,automatic,19xfb2f88de059341,nc,19.0,18192.0,black,black,manheim statesville,14450.0,13700.0,Tue Feb 10 2015 01:15:00 GMT-0800 (PST),Good Price
2013,TOYOTA,Tacoma,Base,access cab,automatic,5tftx4cn0dx026456,fl,41.0,27689.0,gray,gray,santander consumer,17350.0,17300.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST),Fair Market
2004,FORD,F-150,STX,supercab,automatic,1ftrx12w74na79380,ca,28.0,85107.0,gray,gray,wells fargo dealer services,5925.0,6200.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST),Fair Market
2014,DODGE,Avenger,SXT,sedan,automatic,1c3cdzcb4en181542,il,36.0,15809.0,gray,black,chrysler capital,13300.0,12100.0,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT),Good Price
2008,HONDA,Civic,LX,coupe,manual,2hgfg11628h507991,ca,27.0,85851.0,blue,gray,nvp remarketing,5875.0,7900.0,Tue Feb 10 2015 04:00:00 GMT-0800 (PST),Fair Market
2007,PONTIAC,Torrent,Base,suv,automatic,2ckdl63f676045627,ca,41.0,103360.0,white,black,ideal transportation,4875.0,4100.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST),Good Price
2012,FORD,F-150,SVT Raptor,supercrew,automatic,1ftfw1r66cfa19272,tn,49.0,37231.0,blue,black,sullivan auto group llc,43900.0,42400.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST),Good Price
2006,DODGE,Ram Pickup 2500,ST,quad cab,automatic,3d7ks28d36g205084,hi,19.0,82254.0,red,gray,bank of hawaii,14100.0,6250.0,Wed Jan 07 2015 14:35:00 GMT-0800 (PST),Great Deal
2011,BMW,5 Series Gran Turismo,535i xDrive,hatchback,,wbasp2c52bc338330,on,35.0,71368.0,gray,black,bmw group financial services canada,29900.0,26750.0,Wed Jun 03 2015 11:30:00 GMT-0700 (PDT),Great Deal
2013,FORD,Escape,SE,suv,automatic,1fmcu0g98dub56920,wi,3.0,83728.0,—,gray,sutton ford/ge,11350.0,12400.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),Fair Market
2010,TOYOTA,Avalon,XL,sedan,automatic,4t1bk3db8au367038,nj,37.0,98450.0,gray,gray,fleet lease disposal,9075.0,9600.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT),Fair Market
2013,FORD,Fusion,S,sedan,automatic,3fa6p0g77dr356725,ga,31.0,45625.0,silver,gray,tdaf remarketing,11150.0,10600.0,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT),Good Price
2008,CHEVROLET,Cobalt,LT,coupe,automatic,1g1al18f887188319,md,34.0,79958.0,white,black,credit acceptance corp/vrs/southfield,4700.0,3000.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),Great Deal
2012,INFINITI,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap7cm620468,ca,33.0,72455.0,black,black,nissan infiniti lt,17050.0,18500.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT),Fair Market
2012,FORD,Focus,SE,sedan,automatic,1fahp3f20cl152412,oh,45.0,22531.0,gray,black,ford motor credit company llc pd,10500.0,11000.0,Tue Mar 03 2015 01:00:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Sentra,2.0 SR,sedan,automatic,3n1ab6ap8cl638570,il,31.0,35234.0,red,gray,nissan-infiniti lt,10500.0,10200.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST),Fair Market
2013,FORD,Explorer,XLT,suv,automatic,1fm5k8d84dgb08385,ca,42.0,62587.0,blue,black,ge fleet services for itself/servicer,20700.0,20000.0,Wed May 27 2015 05:30:00 GMT-0700 (PDT),Good Price
2007,LEXUS,Gs 350,Base,sedan,automatic,jthbe96s670026487,nv,29.0,113639.0,black,black,wells fargo dealer services,11950.0,12900.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),Fair Market
2010,NISSAN,Rogue,SL,suv,,jn8as5mvxaw611674,fl,32.0,149439.0,silver,gray,firkins chrysler jeep dodge,8175.0,6100.0,Tue Jun 02 2015 09:00:00 GMT-0700 (PDT),Great Deal
2013,MAZDA,Mazda3,i Sport,sedan,automatic,jm1bl1u7xd1771272,oh,43.0,37410.0,—,black,byers car rentals llc,11150.0,11200.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,NISSAN,Versa,1.6 SV,sedan,automatic,3n1cn7ap2el852530,nv,42.0,9593.0,black,black,westlake financial services,13000.0,12900.0,Fri Mar 06 2015 04:00:00 GMT-0800 (PST),Fair Market
2007,DODGE,Charger,Base,sedan,automatic,2b3ka43g77h751187,oh,23.0,63460.0,blue,black,wells fargo financial acceptance,7900.0,6500.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST),Good Price
2006,BUICK,Rendezvous,CX,suv,automatic,3g5da03l86s621239,ga,3.0,123560.0,gold,beige,santander consumer,4150.0,3000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST),Good Price
2014,CADILLAC,Ats,Premium,sedan,automatic,1g6af5sx9e0107925,il,4.0,152.0,beige,red,gm remarketing,32700.0,32000.0,Thu May 28 2015 04:00:00 GMT-0700 (PDT),Good Price
2014,FORD,Fusion,SE,sedan,automatic,3fa6p0h91er187383,fl,44.0,32464.0,—,black,ford motor credit company,16050.0,15900.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),Fair Market
2007,TOYOTA,Camry,LE,sedan,automatic,4t1be46k47u717848,fl,1.0,71610.0,white,—,santander consumer,7775.0,5900.0,Mon Feb 02 2015 01:30:00 GMT-0800 (PST),Great Deal
2012,FORD,Focus,Titanium,hatchback,automatic,1fahp3n22cl314476,ca,42.0,53952.0,white,black,ford motor credit company llc pd,11650.0,14200.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST),Fair Market
2011,JAGUAR,Xf,Premium,sedan,automatic,sajwa0gb8bls01081,pa,36.0,61088.0,silver,beige,jpmorgan chase bank n.a.,20900.0,21500.0,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT),Fair Market
2010,SUBARU,Legacy,2.5i Premium,sedan,automatic,4s3bmbc60a3240660,wa,2.0,243410.0,gray,black,enterprise fleet management exchange,4050.0,3500.0,Wed Jun 03 2015 06:50:00 GMT-0700 (PDT),Good Price
2010,BMW,5 Series,535i,sedan,automatic,wbanw1c54ac167380,ca,42.0,87280.0,black,black,motor city lexus of bakersfield,14850.0,16500.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST),Fair Market
2011,FORD,F-150,FX4,supercrew,,1ftfw1et4bfc99543,pa,36.0,11600.0,black,black,ford motor credit company llc,31600.0,30100.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST),Good Price
2003,FORD,Explorer,XLS,suv,automatic,1fmzu72k53uc80543,pa,21.0,210759.0,brown,tan,jpmorgan chase bank n.a.,1375.0,500.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST),Good Price
2007,HYUNDAI,Tucson,Limited,suv,automatic,km8jn12dx7u687157,tx,35.0,107310.0,black,tan,automotive leasing specialist,4700.0,4700.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST),Fair Market
2013,NISSAN,Sentra,SV,sedan,,3n1ab7ap9dl704521,pa,38.0,13980.0,—,beige,nissan motor acceptance corporation,12400.0,11900.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST),Fair Market
2007,LINCOLN,Navigator,Luxury,suv,,5lmfu28507lj09358,ca,41.0,70448.0,black,beige,clear view systems,15650.0,12000.0,Tue May 19 2015 05:30:00 GMT-0700 (PDT),Great Deal
2006,BMW,X5,3.0i,suv,,5uxfa13556ly44335,nc,32.0,190797.0,blue,tan,hendrick bmw northlake,4150.0,5600.0,Wed Mar 04 2015 06:00:00 GMT-0800 (PST),Fair Market
2009,MERCEDES-BENZ,E-Class,E350,sedan,automatic,wdbuf56x29b399043,mo,28.0,58875.0,black,tan,hendrick lexus kansas city,16350.0,15500.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST),Good Price
2010,NISSAN,Pathfinder,SE,suv,automatic,5n1ar1nn6ac622098,fl,4.0,94923.0,blue,beige,bank of america/select repo,10850.0,13000.0,Wed Feb 25 2015 01:05:00 GMT-0800 (PST),Fair Market
2007,GMC,Yukon,SLE,suv,automatic,1gkfc13jx7r129479,fl,26.0,151035.0,gray,gray,wallace lincoln,11250.0,11000.0,Thu May 21 2015 04:25:00 GMT-0700 (PDT),Fair Market
2008,HONDA,Ridgeline,RTL,crew cab,automatic,2hjyk16568h504125,fl,27.0,88117.0,gray,black,tdaf remarketing,12700.0,16200.0,Tue Feb 17 2015 01:00:00 GMT-0800 (PST),Fair Market
2014,CHEVROLET,Cruze,2LT,sedan,automatic,1g1pe5sb1e7364575,il,4.0,16670.0,red,black,gm remarketing,13500.0,13500.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT),Fair Market
2013,INFINITI,G Coupe,G37 Sport,g coupe,automatic,jn1cv6ek5dm922311,wa,33.0,9689.0,black,black,nissan infiniti lt,25800.0,27000.0,Wed Jan 21 2015 06:40:00 GMT-0800 (PST),Fair Market
2013,KIA,Optima,LX,sedan,automatic,knagm4a7xd5379553,pa,43.0,9717.0,silver,beige,scerbo auto leasing inc,14500.0,15000.0,Fri Feb 20 2015 09:15:00 GMT-0800 (PST),Fair Market
2014,TOYOTA,Venza,XLE,wagon,automatic,4t3zk3bb1eu069316,fl,5.0,6624.0,red,beige,world omni financial corporation,27900.0,28000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,FORD,E-Series Van,E-250,e-series van,automatic,1ftne2ew7eda18883,pa,36.0,12887.0,white,gray,u-haul,19700.0,20000.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT),Fair Market
2013,FORD,Mustang,V6,convertible,automatic,1zvbp8em4d5272359,ca,38.0,55701.0,silver,black,dtg operations inc,13000.0,12500.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST),Fair Market
2012,HONDA,Civic,LX,sedan,manual,2hgfb2e54ch508980,va,26.0,55901.0,black,gray,gm financial,9975.0,9000.0,Wed Feb 18 2015 01:30:00 GMT-0800 (PST),Good Price
2013,NISSAN,Leaf,S,hatchback,automatic,1n4az0cp9dc404198,wa,48.0,25730.0,silver,black,nissan-infiniti lt,12450.0,12800.0,Wed Feb 18 2015 05:15:00 GMT-0800 (PST),Fair Market
2014,CHRYSLER,200,LX,sedan,automatic,1c3ccbabxen208255,va,27.0,17090.0,blue,black,enterprise veh exchange/rental,12000.0,10100.0,Thu Jan 15 2015 01:20:00 GMT-0800 (PST),Great Deal
2010,CHEVROLET,Camaro,2SS,coupe,,2g1fk1ej4a9165674,pa,37.0,48422.0,black,black,r hollenshead auto sales inc,20100.0,20500.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST),Fair Market
2007,TOYOTA,Corolla,CE,sedan,automatic,2t1br32e37c764708,nj,24.0,101269.0,gray,gray,autolenders liquidation center,5375.0,4300.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Good Price
2014,RAM,Promaster Cargo Van,2500 High Roof,promaster cargo van,automatic,3c6trvdgxee108784,tn,47.0,19064.0,white,gray,budget rent a car/atlanta,22800.0,23000.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST),Fair Market
2013,TOYOTA,Corolla,LE,sedan,automatic,5yfbu4ee4dp090287,fl,45.0,30677.0,gray,gray,world omni financial corporation,12000.0,11900.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),Fair Market
1998,NAN,Nan,,nan,automatic,1c4gt64l6wb618384,pa,1.0,103989.0,white,gray,purple heart,1375.0,500.0,Tue Jan 27 2015 04:01:00 GMT-0800 (PST),Good Price
2013,HYUNDAI,Sonata,SE,sedan,automatic,5npec4ac0dh804708,il,46.0,8266.0,black,black,hyundai buybacks,15650.0,13600.0,Tue Feb 03 2015 02:00:00 GMT-0800 (PST),Great Deal
2010,CHRYSLER,Sebring,Touring,sedan,automatic,1c3cc4fb5an222630,co,25.0,80870.0,red,black,santander consumer,5675.0,7000.0,Tue Mar 03 2015 04:00:00 GMT-0800 (PST),Fair Market
2008,DODGE,Grand Caravan,SXT,minivan,automatic,2d8hn54p78r620081,tx,33.0,94627.0,blue,black,santander consumer,6675.0,6500.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),Fair Market
2014,CHEVROLET,Captiva Sport,LT Fleet,suv,automatic,3gnal3ekxes659735,nj,,12598.0,burgundy,black,hertz/tra,15750.0,3500.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST),Great Deal
2010,FORD,Mustang,V6,coupe,automatic,1zvbp8an9a5133354,fl,35.0,78228.0,gold,black,credit acceptance corp/vrs/southfield,10750.0,9400.0,Thu May 21 2015 10:00:00 GMT-0700 (PDT),Good Price
2005,ACURA,Tl,3.2,sedan,automatic,19uua662x5a031608,fl,26.0,189546.0,blue,gray,autonation toyota scion weston,3625.0,4100.0,Tue Jan 20 2015 10:00:00 GMT-0800 (PST),Fair Market
2011,BMW,5 Series,535i xDrive,sedan,automatic,wbafu7c52bdu56069,wi,37.0,36894.0,black,gray,financial services remarketing (lease),28200.0,27100.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),Good Price
2015,CHEVROLET,Equinox,LS,suv,automatic,2gnfleek4f6189137,mi,5.0,7577.0,white,black,larry hudson chevrolet buick gmc inc,20300.0,19300.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT),Good Price
2013,HYUNDAI,Elantra,GLS,sedan,automatic,kmhdh4ae6du811114,wa,38.0,5370.0,black,gray,hyundai motor finance,12300.0,12100.0,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT),Fair Market
2011,MINI,Cooper Countryman,S ALL4,wagon,automatic,wmwzc5c52bwl55400,tn,48.0,43317.0,blue,black,ford-lincoln dealer program,17300.0,18000.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT),Fair Market
2006,FORD,F-150,XL,regular cab,,1ftrf12276nb69194,va,21.0,86309.0,white,gray,toyota of glen burnie,4850.0,7000.0,Thu Jan 15 2015 01:05:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Malibu,LT,sedan,automatic,1g11c5sa6df307568,ca,2.0,52526.0,white,black,fox rent a car tra,12450.0,10300.0,Tue Feb 24 2015 04:00:00 GMT-0800 (PST),Great Deal
2008,SATURN,Vue,Red Line,suv,automatic,3gsdl73778s567096,nj,26.0,123918.0,gold,tan,lester glenn buick,4900.0,5200.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,DODGE,Journey,SE,suv,automatic,3c4pdcabxdt501121,ga,38.0,74191.0,orange,gray,td auto finance,10350.0,10200.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT),Fair Market
2012,LEXUS,Rx 350,Base,suv,automatic,2t2zk1ba6cc084473,fl,43.0,42931.0,black,black,lexus financial services,26600.0,26000.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),Good Price
2005,FORD,F-150,XLT,supercrew,,1ftpw12565fa67153,tx,19.0,161958.0,red,tan,d&m leasing,6500.0,5300.0,Wed Jan 14 2015 02:15:00 GMT-0800 (PST),Good Price
2010,TOYOTA,Highlander,SE,suv,automatic,5tdjk3eh3as031675,oh,35.0,99712.0,red,beige,sullivan auto group llc,15500.0,16300.0,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT),Fair Market
2004,CHEVROLET,Suburban,1500 LS,suv,automatic,3gnec16z44g296075,tx,45.0,141889.0,white,beige,pro financial inc,4225.0,7100.0,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT),Fair Market
2002,TOYOTA,Highlander,Base,suv,automatic,jtegf21a820054404,ca,36.0,176450.0,red,beige,aaero sweet company,5350.0,4700.0,Wed Feb 04 2015 03:30:00 GMT-0800 (PST),Good Price
2014,FORD,Focus,SE,sedan,automatic,1fadp3f22el116271,oh,42.0,14801.0,white,black,ford motor credit company llc pd,12300.0,11700.0,Tue Feb 17 2015 01:00:00 GMT-0800 (PST),Good Price
2003,CHEVROLET,Tahoe,LS,suv,automatic,1gnek13z63j223990,nc,1.0,188532.0,blue,beige,dt credit corporation,2775.0,2100.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Good Price
2008,CHEVROLET,Tahoe,LT,suv,automatic,1gnfk13068r269592,nv,25.0,74614.0,white,black,millennium cars,17450.0,19250.0,Fri Feb 06 2015 04:00:00 GMT-0800 (PST),Fair Market
2003,NAN,Nan,,nan,automatic,jf1sg63603h725746,ga,35.0,104153.0,red,tan,nalley ford sandy springs,3625.0,4100.0,Tue May 26 2015 06:00:00 GMT-0700 (PDT),Fair Market
2012,MERCEDES-BENZ,Gl-Class,GL450 4MATIC,suv,automatic,4jgbf7be4ca799848,nj,36.0,15793.0,black,brown,mercedes-benz financial services,45100.0,45250.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,INFINITI,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap4dm714163,ca,47.0,17560.0,white,black,nissan infiniti lt,22700.0,21500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST),Good Price
2013,FORD,Fusion,Titanium,sedan,automatic,3fa6p0d90dr317576,nc,45.0,32039.0,burgundy,black,stateline chrysler jeep dodge inc,20500.0,19200.0,Tue Jan 20 2015 01:15:00 GMT-0800 (PST),Good Price
2006,CHEVROLET,Impala,LT,sedan,automatic,2g1wt58k069430235,mi,35.0,86607.0,black,black,santander consumer,4550.0,5300.0,Thu Jan 08 2015 01:30:00 GMT-0800 (PST),Fair Market
2007,NISSAN,Quest,3.5 S,minivan,automatic,5n1bv28u47n117831,nc,24.0,108838.0,silver,gray,primeritus remarketing/marine fcu,4125.0,2800.0,Mon Feb 23 2015 01:30:00 GMT-0800 (PST),Good Price
2011,CHEVROLET,Equinox,LT1,suv,automatic,2cnfleec5b6439637,pa,28.0,81708.0,silver,gray,wheels exchange llc,11650.0,10700.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),Good Price
2014,GMC,Savana Cargo,2500,van,,1gtw7fca8e1906671,pa,2.0,9815.0,white,gray,u-haul,20100.0,18800.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT),Good Price
2009,CHEVROLET,Malibu,LS,sedan,automatic,1g1zg57b19f113207,oh,32.0,119659.0,white,gray,remarketing by ge/firelands fcu,5050.0,4600.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),Fair Market
2014,DODGE,Grand Caravan,R/T,minivan,,2c4rdgeg6er179149,pa,42.0,31920.0,silver,black,avis corporation,18500.0,18300.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST),Fair Market
